trip_id,timestamp,date,hour,day_of_week,is_weekend,is_peak_hour,zone,zone_tier,vehicle_type,weather,distance_km,duration_min,demand_score,surge_multiplier,base_fare_usd,final_fare_usd,operating_cost_usd,driver_earnings_usd,driver_net_usd,platform_commission,passenger_rating
T01407,2024-01-11T22:34:01Z,2024-01-11,4,Fri,FALSE,FALSE,Airport,1,Non-EV,Foggy,18.3,62.7,42.6,1.78,31.11,55.37,5.12,50.25,39.18,11.07,4.7
T01408,2024-01-20T23:33:18Z,2024-01-20,5,Sun,TRUE,FALSE,Suburb_South,3,Non-EV,Foggy,10.29,29.6,30.5,1.66,17.49,29.03,2.88,26.15,20.34,5.81,4.1
T01409,2024-01-05T11:16:59Z,2024-01-05,16,Fri,FALSE,FALSE,Downtown,1,EV,Stormy,6.49,17.9,35.8,1.72,11.69,20.1,0.78,19.32,15.3,4.02,4.5
T01410,2024-01-12T21:12:42Z,2024-01-12,2,Sat,TRUE,FALSE,Airport,1,Non-EV,Clear,16.84,46.2,44.8,1.94,28.63,55.54,4.71,50.83,39.72,11.11,4.4
T01411,2024-01-08T15:33:10Z,2024-01-08,21,Mon,FALSE,FALSE,Midtown,2,Non-EV,Clear,11.68,40.3,8.7,1.17,19.86,23.24,3.27,19.97,15.32,4.65,5
T01412,2024-01-11T06:12:41Z,2024-01-11,11,Thu,FALSE,FALSE,Airport,1,Non-EV,Clear,15.02,52.4,38.9,1.74,25.53,44.43,4.21,40.22,31.33,8.89,3.2
T01413,2024-01-04T03:58:56Z,2024-01-04,9,Thu,FALSE,TRUE,Airport,1,Non-EV,Rainy,17.57,63.4,80.5,2.78,29.86,83.01,4.92,78.09,61.49,16.6,4.3
T01414,2024-01-09T13:43:34Z,2024-01-09,19,Tue,FALSE,TRUE,Airport,1,Non-EV,Rainy,16.99,62.8,68.3,2.43,28.88,70.19,4.76,65.43,51.39,14.04,4.2
T01415,2024-01-04T17:37:13Z,2024-01-04,23,Thu,FALSE,FALSE,Suburb_South,3,Non-EV,Stormy,4.01,12,14.9,1.36,6.82,9.27,1.12,8.15,6.3,1.85,4.4
T01416,2024-01-14T12:24:12Z,2024-01-14,17,Sun,TRUE,TRUE,Suburb_South,3,Non-EV,Rainy,13.07,46.5,70.2,2.46,22.21,54.65,3.66,50.99,40.06,10.93,3.9
T01417,2024-01-22T20:08:30Z,2024-01-22,1,Tue,FALSE,FALSE,Suburb_North,3,EV,Clear,7.86,21.8,3.2,1.15,14.15,16.27,0.94,15.33,12.08,3.25,4
T01418,2024-01-02T09:16:16Z,2024-01-02,14,Tue,FALSE,FALSE,Airport,1,Non-EV,Stormy,16.28,55.9,46.3,2.18,27.68,60.34,4.56,55.78,43.71,12.07,4.4
T01419,2024-01-12T13:10:46Z,2024-01-12,18,Fri,FALSE,TRUE,Suburb_South,3,Non-EV,Rainy,3.97,11.9,53.3,1.93,6.75,13.04,1.11,11.93,9.32,2.61,4.4
T01420,2024-01-26T00:25:04Z,2024-01-26,5,Fri,FALSE,FALSE,Downtown,1,EV,Clear,7.77,24.4,40.4,1.87,13.99,26.17,0.93,25.24,20.01,5.23,3.7
T01421,2024-01-12T16:58:21Z,2024-01-12,22,Fri,FALSE,FALSE,Downtown,1,EV,Rainy,2.45,8.7,36.1,1.84,4.4,8.1,0.29,7.81,6.19,1.62,3.6
T01422,2024-01-14T11:05:10Z,2024-01-14,16,Sun,TRUE,FALSE,Airport,1,Non-EV,Rainy,19.9,57.7,66.3,2.42,33.83,81.86,5.57,76.29,59.92,16.37,4
T01423,2024-01-29T12:21:51Z,2024-01-29,17,Mon,FALSE,TRUE,Suburb_South,3,EV,Foggy,8.44,27.3,36.2,1.8,15.2,27.36,1.01,26.35,20.88,5.47,4.5
T01424,2024-01-24T01:08:36Z,2024-01-24,6,Wed,FALSE,FALSE,Suburb_North,3,EV,Rainy,12.74,35.7,27.8,1.54,22.93,35.31,1.53,33.78,26.72,7.06,5
T01425,2024-01-15T01:44:12Z,2024-01-15,7,Mon,FALSE,TRUE,Midtown,2,EV,Clear,1.24,10.8,53.2,2.05,2.24,4.59,0.15,4.44,3.52,0.92,3.3
T01426,2024-01-30T07:23:23Z,2024-01-30,12,Tue,FALSE,FALSE,Downtown,1,EV,Clear,3.42,17.4,35.5,1.7,6.15,10.46,0.41,10.05,7.96,2.09,4.7
T01427,2024-01-09T15:20:25Z,2024-01-09,20,Tue,FALSE,TRUE,Midtown,2,Non-EV,Rainy,3.53,16.6,61,2.25,6,13.49,0.99,12.5,9.8,2.7,5
T01428,2024-01-06T05:03:51Z,2024-01-06,10,Sat,TRUE,FALSE,Midtown,2,EV,Rainy,8.82,30.4,44.4,1.79,15.87,28.41,1.06,27.35,21.67,5.68,3.9
T01429,2024-01-23T22:44:21Z,2024-01-23,4,Wed,FALSE,FALSE,Suburb_South,3,Non-EV,Clear,10.54,29.3,19.7,1.27,17.91,22.75,2.95,19.8,15.25,4.55,4.6
T01430,2024-01-26T21:25:12Z,2024-01-26,2,Sat,TRUE,FALSE,Midtown,2,Non-EV,Foggy,3.92,13.6,42.1,1.8,6.66,11.99,1.1,10.89,8.49,2.4,4.8
T01431,2024-01-10T03:53:13Z,2024-01-10,9,Wed,FALSE,TRUE,Suburb_South,3,Non-EV,Clear,12.87,52.2,45.2,1.99,21.88,43.54,3.6,39.94,31.23,8.71,4
T01432,2024-01-28T04:46:14Z,2024-01-28,10,Sun,TRUE,FALSE,Airport,1,Non-EV,Clear,19.43,65.2,39.4,1.73,33.03,57.14,5.44,51.7,40.27,11.43,3.9
T01433,2024-01-28T05:22:42Z,2024-01-28,10,Sun,TRUE,FALSE,Suburb_South,3,EV,Clear,5.89,20.7,27,1.54,10.6,16.32,0.71,15.61,12.35,3.26,5
T01434,2024-01-24T23:53:55Z,2024-01-24,5,Thu,FALSE,FALSE,Airport,1,EV,Clear,16.47,50,44,1.91,29.64,56.62,1.98,54.64,43.32,11.32,3.5
T01435,2024-01-11T08:32:33Z,2024-01-11,14,Thu,FALSE,FALSE,Suburb_South,3,EV,Clear,10,30.3,29.4,1.75,18,31.49,1.2,30.29,23.99,6.3,4.1
T01436,2024-01-21T00:54:44Z,2024-01-21,6,Sun,TRUE,FALSE,Downtown,1,EV,Clear,6.73,14.2,34.3,1.68,12.11,20.34,0.81,19.53,15.46,4.07,3.6
T01437,2024-01-08T20:06:20Z,2024-01-08,1,Tue,FALSE,FALSE,Downtown,1,EV,Stormy,1,4.4,29.2,1.41,1.8,2.54,0.12,2.42,1.91,0.51,4.8
T01438,2024-01-29T12:03:56Z,2024-01-29,17,Mon,FALSE,TRUE,Downtown,1,Non-EV,Stormy,2.53,15.3,75.3,2.52,4.29,10.82,0.71,10.11,7.95,2.16,3.8
T01439,2024-01-04T09:53:32Z,2024-01-04,15,Thu,FALSE,FALSE,Midtown,2,Non-EV,Clear,2.74,6.7,14.9,1.38,4.66,6.43,0.77,5.66,4.37,1.29,4.9
T01440,2024-01-10T11:02:29Z,2024-01-10,16,Wed,FALSE,FALSE,Suburb_South,3,Non-EV,Rainy,5.46,22.6,17.7,1.14,9.29,10.59,1.53,9.06,6.94,2.12,4.3
T01441,2024-01-19T15:13:33Z,2024-01-19,20,Fri,FALSE,TRUE,Suburb_South,3,Non-EV,Clear,10.82,34.2,34.4,1.72,18.39,31.62,3.03,28.59,22.27,6.32,4.2
T01442,2024-01-08T00:41:21Z,2024-01-08,6,Mon,FALSE,FALSE,Airport,1,EV,Clear,17.69,52.6,42.8,1.92,31.83,61.12,2.12,59,46.78,12.22,3.8
T01443,2024-01-28T15:11:47Z,2024-01-28,20,Sun,TRUE,TRUE,Downtown,1,EV,Clear,6.21,29,87.8,2.68,11.17,29.94,0.74,29.2,23.21,5.99,4.5
T01444,2024-01-18T13:19:00Z,2024-01-18,18,Thu,FALSE,TRUE,Airport,1,EV,Foggy,13.94,49.4,74.1,2.5,25.09,62.73,1.67,61.06,48.51,12.55,4.5
T01445,2024-01-11T14:21:35Z,2024-01-11,19,Thu,FALSE,TRUE,Suburb_South,3,Non-EV,Clear,5.09,21.2,52.7,2.08,8.65,17.98,1.42,16.56,12.96,3.6,4.3
T01446,2024-01-19T00:31:04Z,2024-01-19,6,Fri,FALSE,FALSE,Downtown,1,Non-EV,Clear,8.73,29.1,40.3,1.85,14.84,27.45,2.44,25.01,19.52,5.49,3.4
T01447,2024-01-18T20:45:22Z,2024-01-18,2,Fri,FALSE,FALSE,Downtown,1,Non-EV,Clear,4.67,21.9,46.1,1.81,7.93,14.36,1.31,13.05,10.18,2.87,4
T01448,2024-01-27T04:49:19Z,2024-01-27,10,Sat,TRUE,FALSE,Midtown,2,Non-EV,Clear,8.66,30.7,38.4,1.79,14.72,26.35,2.42,23.93,18.66,5.27,4.7
T01449,2024-01-19T16:30:03Z,2024-01-19,22,Fri,FALSE,FALSE,Downtown,1,Non-EV,Clear,3.25,3,39.8,1.7,5.52,9.39,0.91,8.48,6.6,1.88,4.1
T01450,2024-01-26T17:55:40Z,2024-01-26,23,Fri,FALSE,FALSE,Airport,1,EV,Rainy,18.61,54.6,38.3,1.74,33.49,58.28,2.23,56.05,44.39,11.66,4.7
T01451,2024-01-28T10:42:37Z,2024-01-28,16,Sun,TRUE,FALSE,Airport,1,Non-EV,Clear,17.79,58.2,56.3,1.98,30.24,59.88,4.98,54.9,42.92,11.98,4.9
T01452,2024-01-17T20:01:14Z,2024-01-17,1,Thu,FALSE,FALSE,Airport,1,Non-EV,Rainy,19.25,56.3,50.1,2.08,32.73,68.08,5.39,62.69,49.07,13.62,3.9
T01453,2024-01-23T04:03:46Z,2024-01-23,9,Tue,FALSE,TRUE,Downtown,1,Non-EV,Rainy,7.98,30.9,72.1,2.47,13.57,33.51,2.23,31.28,24.58,6.7,4.4
T01454,2024-01-12T12:42:48Z,2024-01-12,18,Fri,FALSE,TRUE,Downtown,1,EV,Foggy,3.1,23.4,80.2,2.66,5.58,14.85,0.37,14.48,11.51,2.97,4.7
T01455,2024-01-05T00:22:18Z,2024-01-05,5,Fri,FALSE,FALSE,Downtown,1,Non-EV,Foggy,7.19,23.1,42,1.83,12.22,22.36,2.01,20.35,15.88,4.47,4.3
T01456,2024-01-29T02:59:06Z,2024-01-29,8,Mon,FALSE,TRUE,Downtown,1,EV,Clear,6.83,28.6,71.7,2.53,12.29,31.09,0.82,30.27,24.05,6.22,3.9
T01457,2024-01-08T01:24:39Z,2024-01-08,6,Mon,FALSE,FALSE,Midtown,2,EV,Rainy,5.26,16.7,16.4,1.34,9.48,12.7,0.63,12.07,9.53,2.54,4.4
T01458,2024-01-01T10:31:00Z,2024-01-01,16,Mon,FALSE,FALSE,Downtown,1,Non-EV,Clear,1.99,3,61.6,2.3,3.39,7.8,0.56,7.24,5.68,1.56,4
T01459,2024-01-07T14:30:42Z,2024-01-07,20,Sun,TRUE,TRUE,Airport,1,Non-EV,Foggy,21.56,77.4,82.7,2.65,36.65,97.13,6.04,91.09,71.66,19.43,4.1
T01460,2024-01-07T20:45:24Z,2024-01-07,2,Mon,FALSE,FALSE,Airport,1,Non-EV,Rainy,15.1,44.4,49.2,1.93,25.66,49.53,4.23,45.3,35.39,9.91,4.5
T01461,2024-01-17T11:01:46Z,2024-01-17,16,Wed,FALSE,FALSE,Suburb_South,3,Non-EV,Clear,7.39,22.7,10.7,1.14,12.56,14.31,2.07,12.24,9.38,2.86,4.8
T01462,2024-01-20T15:38:53Z,2024-01-20,21,Sat,TRUE,FALSE,Downtown,1,Non-EV,Clear,1,3,43.3,1.78,1.7,3.03,0.28,2.75,2.14,0.61,4.7
T01463,2024-01-15T17:21:57Z,2024-01-15,22,Mon,FALSE,FALSE,Suburb_North,3,EV,Clear,9.52,30.7,12.8,1.36,17.14,23.31,1.14,22.17,17.51,4.66,4.6
T01464,2024-01-04T05:42:45Z,2024-01-04,11,Thu,FALSE,FALSE,Airport,1,Non-EV,Rainy,16.32,47.6,48.7,1.91,27.74,52.98,4.57,48.41,37.81,10.6,3.9
T01465,2024-01-20T01:50:55Z,2024-01-20,7,Sat,TRUE,TRUE,Downtown,1,Non-EV,Rainy,4.6,22.5,78.4,2.57,7.82,20.09,1.29,18.8,14.78,4.02,4.2
T01466,2024-01-19T14:02:53Z,2024-01-19,19,Fri,FALSE,TRUE,Airport,1,EV,Clear,15.28,55.6,84.5,2.84,27.5,78.1,1.83,76.27,60.65,15.62,4.1
T01467,2024-01-08T10:26:44Z,2024-01-08,15,Mon,FALSE,FALSE,Downtown,1,EV,Clear,8.9,27.1,55.5,2.06,16.03,33.02,1.07,31.95,25.35,6.6,4.6
T01468,2024-01-07T20:14:36Z,2024-01-07,1,Mon,FALSE,FALSE,Midtown,2,EV,Clear,5.09,13.9,11.6,1.18,9.17,10.82,0.61,10.21,8.05,2.16,4.5
T01469,2024-01-11T08:53:49Z,2024-01-11,14,Thu,FALSE,FALSE,Suburb_North,3,Non-EV,Clear,7.22,23,21.3,1.27,12.28,15.59,2.02,13.57,10.45,3.12,3.9
T01470,2024-01-09T23:41:14Z,2024-01-09,5,Wed,FALSE,FALSE,Airport,1,EV,Clear,18.56,61.3,44,1.91,33.41,63.81,2.23,61.58,48.82,12.76,4.5
T01471,2024-01-23T21:26:55Z,2024-01-23,2,Wed,FALSE,FALSE,Airport,1,Non-EV,Clear,18.6,52.2,56.9,2.26,31.62,71.46,5.21,66.25,51.96,14.29,4.3
T01472,2024-01-07T14:56:54Z,2024-01-07,20,Sun,TRUE,TRUE,Suburb_North,3,Non-EV,Stormy,8.41,29.8,54.8,2.15,14.3,30.75,2.36,28.39,22.24,6.15,5
T01473,2024-01-14T13:56:10Z,2024-01-14,19,Sun,TRUE,TRUE,Midtown,2,Non-EV,Clear,1,14.4,55.8,2.1,1.7,3.57,0.28,3.29,2.58,0.71,4.7
T01474,2024-01-25T21:52:44Z,2024-01-25,3,Fri,FALSE,FALSE,Downtown,1,EV,Clear,4.48,12.4,35.4,1.46,8.07,11.79,0.54,11.25,8.89,2.36,3.7
T01475,2024-01-08T11:09:10Z,2024-01-08,16,Mon,FALSE,FALSE,Suburb_North,3,EV,Clear,7.6,24.8,15.1,1.4,13.68,19.15,0.91,18.24,14.41,3.83,3.2
T01476,2024-01-14T13:58:09Z,2024-01-14,19,Sun,TRUE,TRUE,Suburb_North,3,Non-EV,Clear,5.29,22.4,56,2.11,8.99,18.97,1.48,17.49,13.7,3.79,4.1
T01477,2024-01-25T19:10:18Z,2024-01-25,0,Fri,FALSE,FALSE,Downtown,1,Non-EV,Clear,9.38,38,46.8,2.05,15.95,32.7,2.63,30.07,23.53,6.54,4.3
T01478,2024-01-10T16:17:38Z,2024-01-10,21,Wed,FALSE,FALSE,Suburb_North,3,Non-EV,Clear,10.67,28.9,22.3,1.37,18.14,24.85,2.99,21.86,16.89,4.97,4.6
T01479,2024-01-15T22:22:35Z,2024-01-15,3,Tue,FALSE,FALSE,Downtown,1,Non-EV,Rainy,9.97,32.7,39.8,1.75,16.95,29.66,2.79,26.87,20.94,5.93,4.9
T01480,2024-01-23T22:06:00Z,2024-01-23,3,Wed,FALSE,FALSE,Suburb_North,3,EV,Clear,10.69,37.4,24.1,1.42,19.24,27.32,1.28,26.04,20.58,5.46,5
T01481,2024-01-06T03:52:44Z,2024-01-06,9,Sat,TRUE,TRUE,Midtown,2,EV,Clear,6.87,23.8,51.6,2.01,12.37,24.86,0.82,24.04,19.07,4.97,4.1
T01482,2024-01-30T13:16:53Z,2024-01-30,18,Tue,FALSE,TRUE,Airport,1,Non-EV,Clear,14.64,54.8,81.7,2.68,24.89,66.7,4.1,62.6,49.26,13.34,5
T01483,2024-01-29T11:03:47Z,2024-01-29,16,Mon,FALSE,FALSE,Downtown,1,Non-EV,Foggy,2.79,8,47.5,1.97,4.75,9.35,0.78,8.57,6.7,1.87,5
T01484,2024-01-16T06:56:40Z,2024-01-16,12,Tue,FALSE,FALSE,Downtown,1,EV,Clear,3.36,3,36.9,1.79,6.05,10.83,0.4,10.43,8.26,2.17,4.3
T01485,2024-01-04T09:53:44Z,2024-01-04,15,Thu,FALSE,FALSE,Downtown,1,EV,Clear,3.71,12.6,56.9,2.07,6.67,13.81,0.44,13.37,10.61,2.76,4.4
T01486,2024-01-17T15:54:00Z,2024-01-17,21,Wed,FALSE,FALSE,Airport,1,Non-EV,Clear,16.62,55.3,42.1,1.96,28.26,55.39,4.65,50.74,39.66,11.08,4
T01487,2024-01-01T21:27:58Z,2024-01-01,2,Tue,FALSE,FALSE,Midtown,2,Non-EV,Clear,10.05,30.2,19.7,1.35,17.08,23.05,2.81,20.24,15.63,4.61,3.4
T01488,2024-01-29T09:26:03Z,2024-01-29,14,Mon,FALSE,FALSE,Downtown,1,Non-EV,Clear,6.91,16.1,34.1,1.55,11.75,18.21,1.93,16.28,12.64,3.64,5
T01489,2024-01-01T03:13:49Z,2024-01-01,8,Mon,FALSE,TRUE,Suburb_North,3,Non-EV,Stormy,8.95,37.1,65,2.21,15.22,33.63,2.51,31.12,24.39,6.73,3.5
T01490,2024-01-18T01:40:33Z,2024-01-18,7,Thu,FALSE,TRUE,Downtown,1,Non-EV,Foggy,3.56,17.8,78.3,2.49,6.05,15.07,1,14.07,11.06,3.01,4.4
T01491,2024-01-23T01:06:44Z,2024-01-23,6,Tue,FALSE,FALSE,Downtown,1,Non-EV,Clear,8.41,27.5,47.8,1.99,14.29,28.44,2.35,26.09,20.4,5.69,4.7
T01492,2024-01-06T10:20:25Z,2024-01-06,15,Sat,TRUE,FALSE,Suburb_North,3,EV,Clear,12.24,40.7,23.4,1.48,22.02,32.6,1.47,31.13,24.61,6.52,4.2
T01493,2024-01-09T16:23:37Z,2024-01-09,21,Tue,FALSE,FALSE,Airport,1,Non-EV,Rainy,14.66,51.1,46.3,1.98,24.92,49.35,4.11,45.24,35.37,9.87,4.5
T01494,2024-01-14T04:19:48Z,2024-01-14,9,Sun,TRUE,TRUE,Midtown,2,Non-EV,Foggy,5.62,18.1,54.1,1.93,9.55,18.43,1.57,16.86,13.17,3.69,3.7
T01495,2024-01-12T12:20:20Z,2024-01-12,17,Fri,FALSE,TRUE,Suburb_North,3,Non-EV,Clear,7.19,32.3,40.8,1.75,12.22,21.39,2.01,19.38,15.1,4.28,3.8
T01496,2024-01-20T11:34:15Z,2024-01-20,17,Sat,TRUE,TRUE,Suburb_North,3,Non-EV,Rainy,8.41,29.2,62.8,2.15,14.31,30.76,2.36,28.4,22.25,6.15,4.2
T01497,2024-01-19T04:32:35Z,2024-01-19,10,Fri,FALSE,FALSE,Downtown,1,Non-EV,Rainy,4.94,20.7,47.4,1.84,8.4,15.45,1.38,14.07,10.98,3.09,4.8
T01498,2024-01-22T15:14:28Z,2024-01-22,20,Mon,FALSE,TRUE,Downtown,1,Non-EV,Stormy,3.2,14.1,91.2,2.72,5.44,14.8,0.9,13.9,10.94,2.96,3.7
T01499,2024-01-10T09:12:45Z,2024-01-10,14,Wed,FALSE,FALSE,Suburb_North,3,Non-EV,Rainy,12.69,34.3,15.1,1.2,21.58,25.89,3.55,22.34,17.16,5.18,5
T01500,2024-01-05T02:19:17Z,2024-01-05,7,Fri,FALSE,TRUE,Suburb_North,3,EV,Rainy,9,37.4,53.7,2.08,16.2,33.69,1.08,32.61,25.87,6.74,4.1
T01501,2024-01-02T09:18:57Z,2024-01-02,14,Tue,FALSE,FALSE,Downtown,1,Non-EV,Rainy,2.1,3,47.8,1.97,3.58,7.05,0.59,6.46,5.05,1.41,2.9
T01502,2024-01-29T10:10:07Z,2024-01-29,15,Mon,FALSE,FALSE,Suburb_South,3,Non-EV,Clear,4.51,9.9,23.9,1.47,7.66,11.26,1.26,10,7.75,2.25,5
T01503,2024-01-01T12:55:57Z,2024-01-01,18,Mon,FALSE,TRUE,Airport,1,Non-EV,Clear,20.98,70.1,82.6,2.47,35.67,88.12,5.88,82.24,64.62,17.62,4.9
T01504,2024-01-28T09:26:57Z,2024-01-28,14,Sun,TRUE,FALSE,Downtown,1,Non-EV,Clear,3.08,9.4,59.2,2.19,5.23,11.46,0.86,10.6,8.31,2.29,4
T01505,2024-01-11T18:29:54Z,2024-01-11,23,Thu,FALSE,FALSE,Midtown,2,EV,Clear,2.78,5.1,25.4,1.73,5,8.65,0.33,8.32,6.59,1.73,5
T01506,2024-01-21T17:20:32Z,2024-01-21,22,Sun,TRUE,FALSE,Airport,1,Non-EV,Clear,18.45,63.8,50.3,2.22,31.37,69.64,5.17,64.47,50.54,13.93,3.6
T01507,2024-01-17T20:26:00Z,2024-01-17,1,Thu,FALSE,FALSE,Airport,1,EV,Clear,20.29,63.4,42.6,1.7,36.52,62.09,2.43,59.66,47.24,12.42,4.3
T01508,2024-01-09T06:59:16Z,2024-01-09,12,Tue,FALSE,FALSE,Suburb_North,3,EV,Foggy,8.28,32.5,24,1.53,14.9,22.8,0.99,21.81,17.25,4.56,4.1
T01509,2024-01-01T02:41:10Z,2024-01-01,8,Mon,FALSE,TRUE,Downtown,1,Non-EV,Foggy,6.99,28.8,63.7,2.18,11.89,25.92,1.96,23.96,18.78,5.18,4.1
T01510,2024-01-13T09:53:15Z,2024-01-13,15,Sat,TRUE,FALSE,Airport,1,EV,Rainy,17.09,55.6,45.1,1.94,30.77,59.69,2.05,57.64,45.7,11.94,4.2
T01511,2024-01-19T04:47:25Z,2024-01-19,10,Fri,FALSE,FALSE,Airport,1,EV,Foggy,17.82,62.3,39.2,1.78,32.07,57.09,2.14,54.95,43.53,11.42,4.9
T01512,2023-12-31T21:55:25Z,2023-12-31,3,Mon,FALSE,FALSE,Airport,1,Non-EV,Clear,20.43,61.9,51.2,2.05,34.74,71.21,5.72,65.49,51.25,14.24,4
T01513,2024-01-20T16:17:28Z,2024-01-20,21,Sat,TRUE,FALSE,Downtown,1,Non-EV,Rainy,2.55,10.9,62.6,2.34,4.33,10.14,0.71,9.43,7.4,2.03,4.5
T01514,2024-01-04T05:46:12Z,2024-01-04,11,Thu,FALSE,FALSE,Midtown,2,Non-EV,Foggy,4.78,15.7,13.4,1.22,8.13,9.91,1.34,8.57,6.59,1.98,4.4
T01515,2024-01-27T20:09:06Z,2024-01-27,1,Sun,TRUE,FALSE,Downtown,1,Non-EV,Clear,1,3,75.8,2.38,1.7,4.05,0.28,3.77,2.96,0.81,4.1
T01516,2024-01-03T19:13:08Z,2024-01-03,0,Thu,FALSE,FALSE,Suburb_South,3,Non-EV,Rainy,8.03,26.2,21.2,1.44,13.65,19.66,2.25,17.41,13.48,3.93,4.8
T01517,2024-01-17T17:35:56Z,2024-01-17,23,Wed,FALSE,FALSE,Downtown,1,Non-EV,Clear,1,3,44.6,2.01,1.7,3.42,0.28,3.14,2.46,0.68,4.3
T01518,2024-01-08T07:31:50Z,2024-01-08,13,Mon,FALSE,FALSE,Airport,1,Non-EV,Rainy,18.82,64.4,49.1,2.03,32,64.96,5.27,59.69,46.7,12.99,4.2
T01519,2024-01-18T04:57:39Z,2024-01-18,10,Thu,FALSE,FALSE,Suburb_South,3,Non-EV,Clear,9.94,34.1,14.6,1.52,16.9,25.69,2.78,22.91,17.77,5.14,5
T01520,2024-01-29T08:19:00Z,2024-01-29,13,Mon,FALSE,FALSE,Suburb_South,3,Non-EV,Clear,9.02,20.8,20.1,1.28,15.33,19.63,2.53,17.1,13.17,3.93,4.6
T01521,2024-01-22T14:08:25Z,2024-01-22,19,Mon,FALSE,TRUE,Suburb_North,3,Non-EV,Rainy,9.44,31,58.6,2.23,16.04,35.78,2.64,33.14,25.98,7.16,4.6
T01522,2024-01-12T21:47:31Z,2024-01-12,3,Sat,TRUE,FALSE,Downtown,1,Non-EV,Clear,8.96,27,53.6,2.12,15.24,32.3,2.51,29.79,23.33,6.46,4
T01523,2024-01-15T13:00:08Z,2024-01-15,18,Mon,FALSE,TRUE,Suburb_North,3,EV,Stormy,7.33,32.9,56,2.02,13.2,26.66,0.88,25.78,20.45,5.33,3.5
T01524,2024-01-20T22:26:27Z,2024-01-20,3,Sun,TRUE,FALSE,Downtown,1,Non-EV,Clear,6.83,27,50.3,1.87,11.61,21.7,1.91,19.79,15.45,4.34,4.4
T01525,2024-01-14T19:37:37Z,2024-01-14,1,Mon,FALSE,FALSE,Suburb_North,3,Non-EV,Clear,4.8,17.9,22.2,1.4,8.16,11.42,1.34,10.08,7.8,2.28,4.5
T01526,2024-01-09T15:26:03Z,2024-01-09,20,Tue,FALSE,TRUE,Airport,1,Non-EV,Clear,20.81,66.4,69.3,2.32,35.37,82.06,5.83,76.23,59.82,16.41,4.3
T01527,2024-01-17T03:44:25Z,2024-01-17,9,Wed,FALSE,TRUE,Downtown,1,EV,Rainy,4.5,18.3,68.9,2.19,8.1,17.74,0.54,17.2,13.65,3.55,4
T01528,2024-01-22T19:43:05Z,2024-01-22,1,Tue,FALSE,FALSE,Airport,1,EV,Foggy,16.57,48.8,33.8,1.6,29.83,47.72,1.99,45.73,36.19,9.54,4.7
T01529,2024-01-23T22:03:43Z,2024-01-23,3,Wed,FALSE,FALSE,Downtown,1,Non-EV,Rainy,8.72,29.4,43.6,1.91,14.82,28.31,2.44,25.87,20.21,5.66,3.9
T01530,2024-01-25T04:51:46Z,2024-01-25,10,Thu,FALSE,FALSE,Suburb_North,3,EV,Clear,8.46,30.4,2.5,1.05,15.22,15.99,1.01,14.98,11.78,3.2,4.4
T01531,2024-01-10T18:21:08Z,2024-01-10,23,Wed,FALSE,FALSE,Suburb_South,3,EV,Clear,10.22,40.2,15.8,1.28,18.4,23.55,1.23,22.32,17.61,4.71,4
T01532,2024-01-27T12:11:45Z,2024-01-27,17,Sat,TRUE,TRUE,Airport,1,EV,Rainy,19.67,67.3,98,3,35.41,106.24,2.36,103.88,82.63,21.25,4.6
T01533,2024-01-10T00:45:58Z,2024-01-10,6,Wed,FALSE,FALSE,Airport,1,EV,Rainy,16.69,55.2,34.7,1.51,30.05,45.37,2,43.37,34.3,9.07,4.4
T01534,2024-01-21T17:36:47Z,2024-01-21,23,Sun,TRUE,FALSE,Downtown,1,EV,Clear,5.01,11.4,45.1,2.1,9.01,18.93,0.6,18.33,14.54,3.79,4.2
T01535,2024-01-06T13:48:06Z,2024-01-06,19,Sat,TRUE,TRUE,Downtown,1,Non-EV,Clear,3.12,14.4,80.2,2.68,5.3,14.2,0.87,13.33,10.49,2.84,4.3
T01536,2024-01-30T01:43:45Z,2024-01-30,7,Tue,FALSE,TRUE,Suburb_North,3,Non-EV,Clear,3.7,13.3,66.5,2.29,6.3,14.42,1.04,13.38,10.5,2.88,3.9
T01537,2024-01-05T20:14:47Z,2024-01-05,1,Sat,TRUE,FALSE,Downtown,1,EV,Rainy,2.47,3,66.7,2.33,4.45,10.37,0.3,10.07,8,2.07,4.5
T01538,2024-01-05T21:12:25Z,2024-01-05,2,Sat,TRUE,FALSE,Airport,1,Non-EV,Rainy,12.19,40.2,54,2.19,20.72,45.37,3.41,41.96,32.89,9.07,4.7
T01539,2024-01-19T14:43:29Z,2024-01-19,20,Fri,FALSE,TRUE,Suburb_South,3,Non-EV,Rainy,8.1,36.4,50.6,2.11,13.77,29.05,2.27,26.78,20.97,5.81,4.7
T01540,2024-01-22T19:07:14Z,2024-01-22,0,Tue,FALSE,FALSE,Suburb_South,3,EV,Rainy,9.33,31.5,13.8,1.36,16.8,22.84,1.12,21.72,17.15,4.57,4.1
T01541,2024-01-28T22:39:40Z,2024-01-28,4,Mon,FALSE,FALSE,Midtown,2,Non-EV,Rainy,6.3,17.8,23.9,1.5,10.71,16.06,1.76,14.3,11.09,3.21,4.2
T01542,2024-01-23T19:40:23Z,2024-01-23,1,Wed,FALSE,FALSE,Suburb_South,3,Non-EV,Clear,4.81,21.7,17.7,1.07,8.17,8.75,1.35,7.4,5.65,1.75,5
